PK_LatinskNavnID;Rike;Underrike;Rekke;Underrekke;Overklasse;Klasse;Underklasse;Infraklasse;Kohort;Overorden;Orden;Underorden;Infraorden;Overfamilie;Familie;Underfamilie;Tribus;Undertribus;Slekt;Underslekt;Seksjon;Art;Underart;Varietet;Form;FK_OverordnaLatinskNavnID;FK_TypeEksID;SistEndraMeningDato;Autorstreng;Hovedstatus;Bistatus;SistEndraDato;DagensDato;Forfatter;Aar;Referanse;Kommentar;PK_TaksonID;FK_GyldigLatinskNavnID;FinnesINorge;PopulærnavnBokmål;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnNynorsk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar;PopulærnavnSamisk;Litteraturreferanse;Maalform;Gyldig;DagensDato;SistEndraDato;Kommentar
"138105";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Myuriaceae";;;;;;;;;;;"1174";"129569";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96276;138105;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138106";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Lepyrodontaceae";;;;;;;;;;;"1174";"129570";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96277;138106;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138107";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Fabroniaceae";;;;;;;;;;;"1174";"129571";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96278;138107;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138108";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Echinodiaceae";;;;;;;;;;;"1174";"129572";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96279;138108;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138109";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Hydropogonaceae";;;;;;;;;;;"1174";"129573";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96280;138109;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138110";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Microtheciellaceae";;;;;;;;;;;"1174";"129574";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96281;138110;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138111";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Rutenbergiaceae";;;;;;;;;;;"1174";"129575";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96282;138111;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138112";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Orthorrhynchiaceae";;;;;;;;;;;"1174";"129576";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96283;138112;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138113";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Phyllogoniaceae";;;;;;;;;;;"1174";"129577";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96284;138113;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138114";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pleuroziopsidaceae";;;;;;;;;;;"1174";"129578";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96285;138114;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138115";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Prionodontaceae";;;;;;;;;;;"1174";"129579";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96286;138115;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138116";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Regmatodontaceae";;;;;;;;;;;"1174";"129580";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96287;138116;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138117";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Rigodiaceae";;;;;;;;;;;"1174";"129581";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96288;138117;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138118";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Sorapillaceae";;;;;;;;;;;"1174";"129582";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96289;138118;"Nei";;;;;;;;;;;;;;;;;;;;;;
"138119";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Theliaceae";;;;;;;;;;;"1174";"129583";;;"Gyldig";"Ingen_bistatus";"24.02.2014 00:00:00";"24.02.2014 00:00:00";;;;;96290;138119;"Nei";;;;;;;;;;;;;;;;;;;;;;
"104788";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Abietinella";;;;;;;"104787";"96459";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64748;104788;"Nei";"granmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"granmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104790";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Helodium";;;;;;;"104787";"96461";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64750;104790;"Nei";"myrfjærmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"myrfjørmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104792";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Thuidium";;;;;;;"104787";"96463";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64752;104792;"Nei";"tujamoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"tujamoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104793";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Thuidium";;;"assimile";;;;"104792";"96464";"20.08.2009 00:00:00";"(Mitt.) A.Jaeger";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64753;104793;"Ja";"bakketujamose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"bakketujamose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104794";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Thuidium";;;"delicatulum";;;;"104792";"96465";"20.08.2009 00:00:00";"(Hedw.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64754;104794;"Ja";"bleiktujamose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"bleiktujamose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104795";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Thuidium";;;"recognitum";;;;"104792";"96466";"20.08.2009 00:00:00";"(Hedw.) Lindb.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64755;104795;"Ja";"kalktujamose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"kalktujamose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104796";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Thuidium";;;"tamariscinum";;;;"104792";"96467";"20.08.2009 00:00:00";"(Hedw.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64756;104796;"Ja";"stortujamose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"stortujamose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104791";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Helodium";;;"blandowii";;;;"104790";"96462";"20.08.2009 00:00:00";"(F.Weber & D.Mohr) Warnst.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64751;104791;"Ja";"myrfjær";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"myrfjør";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104789";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Thuidiaceae";;;;"Abietinella";;;"abietina";;;;"104788";"96460";"20.08.2009 00:00:00";"(Hedw.) M.Fleisch.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64749;104789;"Ja";"granmose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"granmose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104785";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Sematophyllaceae";;;;"Hageniella";;;;;;;"104784";"96456";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64745;104785;"Nei";"gløsbekkmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"gløsbekkmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104786";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Sematophyllaceae";;;;"Hageniella";;;"micans";;;;"104785";"96457";"20.08.2009 00:00:00";"(Mitt.) B.C.Tan & Y.Jia";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64746;104786;"Ja";"gløsbekkemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"gløsbekkemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104782";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Rhytidiaceae";;;;"Rhytidium";;;;;;;"104781";"96453";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64742;104782;"Nei";"labbmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"labbmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104783";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Rhytidiaceae";;;;"Rhytidium";;;"rugosum";;;;"104782";"96454";"20.08.2009 00:00:00";"(Hedw.) Kindb.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64743;104783;"Ja";"labbmose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"labbmose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104779";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pylaisiadelphaceae";;;;"Platygyrium";;;;;;;"104778";"96450";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64739;104779;"Nei";"yngleknoppmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"yngleknoppmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104780";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pylaisiadelphaceae";;;;"Platygyrium";;;"repens";;;;"104779";"96451";"20.08.2009 00:00:00";"(Brid.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64740;104780;"Ja";"yngleknoppmose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"yngleknoppmose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104770";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Habrodon";;;;;;;"104769";"96441";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64730;104770;"Nei";"parkmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"parkmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104772";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Heterocladium";;;;;;;"104769";"96443";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64732;104772;"Nei";"flokemoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"flokemoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104776";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Pterigynandrum";;;;;;;"104769";"96447";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64736;104776;"Nei";"reipmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"reipmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104777";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Pterigynandrum";;;"filiforme";;;;"104776";"96448";"20.08.2009 00:00:00";"Hedw.";"Gyldig";"Ingen_bistatus";"21.10.2010 00:00:00";"20.08.2009 00:00:00";;;;;64737;104777;"Ja";"reipmose";;"Bokmål";"Ja";"21.10.2010 00:00:00";"21.10.2010 00:00:00";;"reipmose";;"Nynorsk";"Ja";"21.10.2010 00:00:00";"21.10.2010 00:00:00";;;;;;;;;
"104773";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Heterocladium";;;"dimorphum";;;;"104772";"96444";"20.08.2009 00:00:00";"(Brid.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64733;104773;"Ja";"stridfloke";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"stridfloke";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104774";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Heterocladium";;;"heteropterum";;;;"104772";"96445";"20.08.2009 00:00:00";"(Brid.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64734;104774;"Ja";"trådfloke";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"trådfloke";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104775";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Heterocladium";;;"wulfsbergii";;;;"104772";"96446";"20.08.2009 00:00:00";"I.Hagen";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64735;104775;"Ja";"kystfloke";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"kystfloke";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104771";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Pterigynandraceae";;;;"Habrodon";;;"perpusillus";;;;"104770";"96442";"20.08.2009 00:00:00";"(De Not.) Lindb.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64731;104771;"Ja";"parkmose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"parkmose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104735";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Herzogiella";;;;;;;"104734";"96406";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64695;104735;"Nei";"fauskmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"fauskmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104739";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Isopterygiopsis";;;;;;;"104734";"96410";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64699;104739;"Nei";"blankmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"blankmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104743";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Myurella";;;;;;;"104734";"96414";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64703;104743;"Nei";"trinnmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"trinnmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104746";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Orthothecium";;;;;;;"104734";"96417";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64706;104746;"Nei";"høstmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"haustmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104752";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;;;;;"104734";"96423";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64712;104752;"Nei";"jamnemoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"jamnemoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104765";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Platydictya";;;;;;;"104734";"96436";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64725;104765;"Nei";"hårmoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"hårmoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104767";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Pseudotaxiphyllum";;;;;;;"104734";"96438";"20.08.2009 00:00:00";;"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64727;104767;"Nei";"skimmermoseslekta";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"skimmermoseslekta";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104768";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Pseudotaxiphyllum";;;"elegans";;;;"104767";"96439";"20.08.2009 00:00:00";"(Brid.) Z.Iwats.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64728;104768;"Ja";"skimmermose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"skimmermose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104766";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Platydictya";;;"jungermannioides";;;;"104765";"96437";"20.08.2009 00:00:00";"(Brid.) H.A.Crum";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64726;104766;"Ja";"hårmose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"hårmose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104753";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"berggrenianum";;;;"104752";"96424";"20.08.2009 00:00:00";"Frisvoll";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64713;104753;"Ja";"grasjamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"grasjamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104754";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"cavifolium";;;;"104752";"96425";"20.08.2009 00:00:00";"(Brid.) Z.Iwats.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64714;104754;"Ja";"skeijamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"skeijamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104755";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"curvifolium";;;;"104752";"96426";"20.08.2009 00:00:00";"Schlieph. ex Limpr.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64715;104755;"Ja";"klojamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"klojamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104756";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"denticulatum";;;;"104752";"96427";"20.08.2009 00:00:00";"(Hedw.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64716;104756;"Ja";"flakjamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"flakjamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104757";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"laetum";;;;"104752";"96428";"20.08.2009 00:00:00";"Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64717;104757;"Ja";"glansjamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"glansjamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104758";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"latebricola";;;;"104752";"96429";"20.08.2009 00:00:00";"Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64718;104758;"Ja";"orejamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"orejamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104759";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"nemorale";;;;"104752";"96430";"20.08.2009 00:00:00";"(Mitt.) A.Jaeger";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64719;104759;"Ja";"skrumpjamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"skrumpjamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
"104760";"Plantae";;"Bryophyta";;;"Bryopsida";;;;;"Hypnales";;;;"Plagiotheciaceae";;;;"Plagiothecium";;;"piliferum";;;;"104752";"96431";"20.08.2009 00:00:00";"(Sw.) Schimp.";"Gyldig";"Ingen_bistatus";"20.08.2009 00:00:00";"20.08.2009 00:00:00";;;;;64720;104760;"Ja";"hårjamnemose";;"Bokmål";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;"hårjamnemose";;"Nynorsk";"Ja";"13.09.2009 18:21:56";"13.09.2009 18:21:56";;;;;;;;;
